,case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,adults,children,residents
20194,2046,ND,False,"Mercer County, ND",Mercer County,1p4c,13908.0,11999.29764,15166.2408,13657.8312,9387.23508,14286.7956,6489.52368,84894.9252,100491.359375,1,4,5
20086,2035,ND,True,"Grand Forks, ND-MN MSA",Grand Forks County,2p1c,10849.79592,7480.86696,13020.078,11492.29536,6641.92164,8846.41992,6493.15644,64824.5328,84511.890625,2,1,3
15508,1572,MO,False,"Mississippi County, MO",Mississippi County,2p3c,9972.0,9810.38604,14117.9244,24000.3276,7167.939,10157.83008,7706.08596,82932.492,40948.796875,2,3,5
28480,2877,VA,False,"Essex County, VA",Essex County,1p0c,7236.0,3351.16548,11236.78632,5302.79004,3836.14752,0.0,6047.48256,37010.3736,60043.65234375,1,0,1
6848,691,IL,True,"Peoria, IL MSA",Tazewell County,2p3c,12737.9244,10396.08036,15087.5796,21904.6128,8382.36252,17681.2788,11594.64036,97784.478,80979.609375,2,3,5
8220,829,IA,False,"Floyd County, IA",Floyd County,1p0c,6228.0,3143.66268,11143.81056,5154.69,3395.72316,0.0,5501.25,34567.1364,71436.2890625,1,0,1
31272,3156,WY,False,"Goshen County, WY",Goshen County,1p2c,9660.0,7034.54592,14194.0044,14472.6432,6049.09236,19714.6068,7676.71068,78801.6036,66705.703125,1,2,3
19074,1934,NC,False,"Caswell County, NC",Caswell County,1p4c,10920.0,10279.88676,13762.7508,13876.2276,7681.55496,11764.77168,5536.18764,73821.3804,61276.87109375,1,4,5
8513,858,IA,False,"Marion County, IA",Marion County,1p3c,12012.0,8965.9812,13751.9064,11941.01808,7601.14968,11868.24312,8267.18772,74407.488,77707.1171875,1,3,4
21230,2150,OH,True,"Union County, OH HUD Metro FMR Area",Union County,1p0c,9024.0,3050.28684,11642.7246,4501.34988,4374.99024,0.0,5614.53108,38207.8824,102126.0625,1,0,1
14049,1426,MS,False,"Attala County, MS",Attala County,2p4c,10956.0,14200.6068,14260.944,23519.394,9115.23048,4563.78192,5953.2264,82569.1812,47172.38671875,2,4,6
30287,3057,WV,False,"Pendleton County, WV",Pendleton County,2p2c,8112.0,8904.69648,14784.0504,21662.1492,6165.82032,12166.7316,9877.7424,81673.1892,50131.703125,2,2,4
4850,492,GA,True,"Meriwether County, GA HUD Metro FMR Area",Meriwether County,1p0c,7260.0,3278.53968,11411.30496,5401.47984,3818.52864,0.0,6081.32232,37251.1752,49038.1328125,1,0,1
30899,3118,WI,False,"Monroe County, WI",Monroe County,2p4c,12528.0,12632.7156,14681.3124,22603.0008,9116.71944,18302.1492,10067.31228,99931.2072,73596.7265625,2,4,6
13479,1369,MN,False,"Kandiyohi County, MN",Kandiyohi County,2p4c,12780.0,12811.9044,15112.476,20585.8728,9272.95608,13083.5784,7342.74972,90989.5368,74805.3046875,2,4,6
25133,2542,TN,True,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Trousdale County,1p3c,13302.6792,9563.71284,14296.2168,13248.4404,8285.3958,12858.6048,5475.56256,77030.6136,60821.98828125,1,3,4
4522,459,GA,False,"Greene County, GA",Greene County,1p2c,8268.0,7236.17208,12911.616,9510.75732,5617.77324,8171.65068,4819.78896,56535.756,71113.8671875,1,2,3
27981,2827,UT,False,"Sevier County, UT",Sevier County,1p1c,8808.0,4373.05812,12964.2612,7911.4746,4776.01716,6739.01148,6053.25,51625.0728,62783.2265625,1,1,2
14965,1518,MO,True,"Callaway County, MO HUD Metro FMR Area",Callaway County,2p0c,6816.0,5839.46628,12923.8548,11810.69976,4585.57476,0.0,6132.92976,48108.5244,70760.6328125,2,0,2
6847,691,IL,True,"Peoria, IL MSA",Tazewell County,2p2c,9863.84328,8514.92796,14624.0796,18675.9756,6659.35332,15723.0516,10376.45292,84437.6832,80979.609375,2,2,4
6830,690,IL,False,"Stephenson County, IL",Stephenson County,1p0c,5820.0,2998.41132,10394.04348,5790.69,3195.25812,0.0,5484.19524,33682.5996,64018.49609375,1,0,1
18740,1901,NY,True,"Albany-Schenectady-Troy, NY MSA",Saratoga County,1p0c,10873.54104,3797.29572,10853.80224,5668.53996,5315.82276,0.0,7444.33956,43953.3396,105657.3203125,1,0,1
16846,1706,NE,False,"Fillmore County, NE",Fillmore County,2p1c,8808.0,7149.43584,14905.626,13509.6852,5782.0086,6522.59688,6971.99196,63649.3476,83400.8671875,2,1,3
9130,920,KS,False,"Ellis County, KS",Ellis County,1p0c,6708.0,3154.03824,10483.91376,5646.69,3573.40536,0.0,5502.36732,35068.4148,80334.765625,1,0,1
17882,1815,NJ,True,"Newark, NJ HUD Metro FMR Area",Morris County,1p2c,23884.2372,8625.15888,12043.9836,9693.65916,11779.437,22341.264,16291.0776,104658.8208,145432.453125,1,2,3
25146,2543,TN,True,"Johnson City, TN MSA",Unicoi County,2p1c,7954.64352,7362.498,13788.6612,12509.4024,5550.00444,6845.16876,5152.99992,59163.3756,51131.828125,2,1,3
10407,1047,KY,False,"Harlan County, KY",Harlan County,2p2c,7956.0,8484.9456,14000.9136,13794.5988,5957.20308,10699.6824,6873.26592,67766.6076,36086.7734375,2,2,4
2863,287,CO,False,"Montezuma County, CO",Montezuma County,1p3c,13812.0,9503.94072,14224.3932,10082.52252,8448.28488,13943.7504,8180.0706,78194.9652,59350.546875,1,3,4
11966,1207,MD,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Calvert County,2p1c,19149.5916,9303.73608,15753.9072,8943.87156,10309.7622,11115.03144,12295.062,86870.9652,126809.9375,2,1,3
3550,362,FL,True,"Tallahassee, FL HUD Metro FMR Area",Leon County,1p0c,9648.02196,3610.54356,9395.70852,5089.47984,4804.10124,0.0,4953.00768,37500.8616,79507.140625,1,0,1
22664,2293,PA,True,"Harrisburg-Carlisle, PA MSA",Dauphin County,1p4c,14795.82,11852.96484,12948.816,15010.8672,9655.905,21313.6104,11466.46872,97044.4512,78421.7890625,1,4,5
10211,1028,KY,False,"Cumberland County, KY",Cumberland County,1p1c,7956.0,4143.702,12108.6708,7274.51076,4384.19892,5668.20672,5491.53108,47026.8192,48004.1171875,1,1,2
959,96,AK,False,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area,2p4c,13536.0,13962.0648,12756.5688,25500.102,9963.6336,19092.8364,7288.92996,102100.1364,52926.72265625,2,4,6
23489,2377,SC,True,"Columbia, SC HUD Metro FMR Area",Lexington County,2p4c,14514.7512,13125.4824,15026.3976,21919.17,10015.14696,11228.54952,7548.85176,93378.3516,76528.3203125,2,4,6
13262,1348,MN,True,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Chisago County,1p2c,12556.8432,10036.54908,13619.9328,9433.38576,8186.47704,21478.7808,13081.212,88393.1772,98094.7421875,1,2,3
16142,1636,MT,False,"Gallatin County, MT",Gallatin County,1p2c,13200.0,7460.20308,12795.0708,10309.71384,7486.00632,18366.414,11415.44532,81032.8536,91274.5703125,1,2,3
20500,2077,OH,True,"Wheeling, WV-OH MSA",Belmont County,1p0c,6462.54936,2873.90976,10219.67868,4657.34988,3382.96728,0.0,4455.6522,32052.108,67819.8046875,1,0,1
19145,1941,NC,False,"Columbus County, NC",Columbus County,2p0c,6600.0,5344.91928,12835.8732,11109.58008,4328.11524,0.0,6197.75028,46416.2376,49960.22265625,2,0,2
13779,1399,MN,False,"Redwood County, MN",Redwood County,2p4c,12600.0,13304.67,15565.26,21504.708,9386.28444,12862.32,7870.53876,93093.7788,70873.5859375,2,4,6
23618,2390,SC,False,"Williamsburg County, SC",Williamsburg County,2p3c,10140.0,10908.56256,14134.5588,16073.1096,7626.72432,7636.27812,4127.58576,70646.8188,48268.01171875,2,3,5
13036,1325,MI,True,"Saginaw, MI MSA",Saginaw County,2p1c,9924.0,6652.28976,13002.2004,10713.27168,6006.24312,7379.04204,6946.16376,60623.2092,62738.04296875,2,1,3
29386,2967,VA,True,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Newport News city,2p1c,12191.6112,7125.76176,12536.1552,13108.6512,6999.44604,9515.87112,9338.33208,70815.8256,66614.3125,2,1,3
7662,773,IN,False,"Rush County, IN",Rush County,1p2c,8856.0,6205.63404,12648.9744,9889.9314,5457.42444,12577.1556,5423.39832,61058.52,66211.796875,1,2,3
13288,1350,MN,False,"Clearwater County, MN",Clearwater County,2p3c,12600.0,11640.68184,15693.6888,16968.6948,8783.35548,12808.3404,8307.3516,86802.1116,66743.6953125,2,3,5
20184,2045,ND,False,"McLean County, ND",McLean County,1p4c,11232.0,11962.71456,15184.7244,13657.8312,8404.35936,13362.264,4664.703,78468.5976,84142.234375,1,4,5
29308,2959,VA,True,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Hampton city,2p3c,18190.4328,10981.77468,14223.486,18440.0328,10570.2414,18404.9928,12954.2412,103765.2072,71542.0546875,2,3,5
18884,1915,NY,True,"Westchester County, NY Statutory Exception Area",Westchester County,1p4c,29808.0,13974.792,13120.9764,11965.5,15864.2316,41758.242,29490.9468,155982.696,128014.40625,1,4,5
25516,2580,TX,True,"Austin-Round Rock, TX MSA",Caldwell County,2p1c,12438.6024,7196.78388,14647.8516,13707.9,7114.67508,7119.26004,6853.94532,69079.02,63771.03125,2,1,3
1601,161,AR,False,"Nevada County, AR",Nevada County,1p1c,9504.0,4311.89652,11871.1392,7238.58624,5006.0442,5215.15176,5521.18764,48668.004,46569.640625,1,1,2
20021,2029,ND,False,"Divide County, ND",Divide County,1p1c,9384.0,5581.00164,13515.6636,6893.4756,5422.41024,7147.029,5141.50008,53085.0816,91452.2109375,1,1,2
21108,2137,OH,True,"Akron, OH MSA",Portage County,2p3c,13283.8692,11164.80396,14652.5688,15621.5136,8858.718,16654.2732,7895.07792,88130.8248,77102.3125,2,3,5
9136,920,KS,False,"Ellis County, KS",Ellis County,2p1c,8880.0,7196.78388,13827.6708,14049.0108,5825.25252,6294.82908,7368.65256,63442.2012,80334.765625,2,1,3
25945,2623,TX,True,"El Paso, TX HUD Metro FMR Area",El Paso County,2p0c,8244.0,5554.15104,11528.8608,8018.95968,4999.61424,0.0,4589.38296,42934.9692,53818.0078125,2,0,2
19331,1960,NC,False,"Harnett County, NC",Harnett County,1p1c,9480.0,4801.1898,11670.13332,9052.7922,5174.6382,6952.86324,6457.66044,53589.2748,66125.546875,1,1,2
24872,2516,TN,False,"Marshall County, TN",Marshall County,1p2c,9084.0,6855.32148,12574.386,10970.17524,5775.44496,9235.81572,3409.78896,57904.9332,63866.52734375,1,2,3
19888,2015,NC,False,"Wilson County, NC",Wilson County,2p3c,11976.0,9737.17308,13557.2724,21686.0112,7867.53876,12223.0536,8469.375,85516.4244,60298.3046875,2,3,5
285,29,AL,False,"Fayette County, AL",Fayette County,2p0c,6672.0,6162.82476,13161.8016,11373.58008,4650.56328,0.0,7072.16376,49092.9312,52757.296875,2,0,2
2478,248,CO,False,"Archuleta County, CO",Archuleta County,2p3c,15744.0,12079.9512,15787.1496,14099.802,10081.71456,14888.5092,9550.3674,92231.496,63746.38671875,2,3,5
26213,2650,TX,False,"Hansford County, TX",Hansford County,1p3c,12144.0,8965.9812,13596.5328,13665.9816,7648.97832,9594.04392,3879.54672,69495.0648,42981.91015625,1,3,4
24243,2453,SD,True,"Sioux Falls, SD MSA",Turner County,1p3c,10977.1326,9264.84744,14834.7024,16482.6708,7334.46756,15222.2544,6326.4456,80442.522,77056.109375,1,3,4
31407,3169,WY,False,"Uinta County, WY",Uinta County,2p2c,8808.0,9204.51636,15595.7256,21705.9228,6526.64496,19185.69,8124.87528,89151.3756,79810.0546875,2,2,4
8502,857,IA,False,"Mahaska County, IA",Mahaska County,1p2c,8604.0,6407.26104,13104.3516,9291.80928,5439.17208,10203.81228,5899.08984,58949.496,70430.0,1,2,3
2027,203,CA,False,"Lake County, CA",Lake County,2p2c,12864.0,11752.99872,16010.2104,19047.4836,8919.70896,11711.95824,9163.06272,89469.4224,60824.0390625,2,2,4
16422,1664,MT,False,"Rosebud County, MT",Rosebud County,1p2c,8808.0,7124.15772,13495.9008,10046.54004,5772.84888,14749.6392,7684.1016,67681.1892,71449.640625,1,2,3
28526,2881,VA,True,"Charlottesville, VA HUD Metro FMR Area",Fluvanna County,2p1c,14865.0888,8522.50704,15421.9464,13647.9756,8474.24856,10056.99024,11879.98464,82868.742,93759.484375,2,1,3
15205,1542,MO,False,"Gasconade County, MO",Gasconade County,2p0c,6024.0,5401.98192,13223.4864,14221.38,4140.08388,0.0,6398.54664,49409.478,68488.2734375,2,0,2
5635,570,ID,False,"Camas County, ID",Camas County,2p0c,6768.0,5953.59336,15340.9836,10098.56028,4609.53516,0.0,6387.05856,49157.73,62893.09375,2,0,2
13668,1388,MN,False,"Nobles County, MN",Nobles County,2p3c,11880.0,10359.47388,14958.33,18489.876,8058.2388,12519.9144,7647.219,83913.0528,68443.09375,2,3,5
1785,179,AR,False,"Sharp County, AR",Sharp County,2p0c,6072.0,5421.00288,13058.2236,9693.58008,4164.36804,0.0,5365.5,43774.6752,45333.34375,2,0,2
11968,1207,MD,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Calvert County,2p3c,24552.7056,14386.1256,17192.5032,12617.6952,14109.0744,20063.3568,16355.0784,119276.5428,126809.9375,2,3,5
1282,129,AR,True,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,1p2c,8542.09428,6631.2912,11535.43284,9619.7922,5497.91568,12735.8916,5838.0,60400.4184,52440.0078125,1,2,3
4277,434,GA,True,"Chattanooga, TN-GA MSA",Dade County,2p2c,8754.9624,9444.375,15149.2236,16672.4652,6594.33768,10051.44948,7752.0,74418.8148,60362.99609375,2,2,4
30795,3108,WI,True,"La Crosse-Onalaska, WI-MN MSA",La Crosse County,2p0c,8159.47416,6086.74068,12183.4224,11210.69976,5161.96548,0.0,6142.24992,48944.5512,81392.390625,2,0,2
9936,1000,KY,False,"Adair County, KY",Adair County,2p1c,7956.0,6249.83784,13781.2056,12145.3008,5147.33532,5974.12392,7104.65256,58358.4552,48017.46484375,2,1,3
28918,2920,VA,False,"Prince Edward County, VA",Prince Edward County,2p3c,13152.0,10652.32248,14821.7124,18460.6872,8625.2454,13332.0396,9164.17164,88208.1792,64415.87890625,2,3,5
14078,1429,MS,False,"Calhoun County, MS",Calhoun County,2p3c,11148.0,11347.83396,14442.1128,20596.9404,8151.12816,4583.6862,6480.99972,76750.6992,46742.1484375,2,3,5
3243,331,FL,True,"Palm Bay-Melbourne-Titusville, FL MSA",Brevard County,1p3c,18300.0,10131.55956,12944.8212,11903.5122,10301.87544,13830.0744,7491.41376,84903.258,73043.2734375,1,3,4
12346,1256,MI,False,"Alpena County, MI",Alpena County,2p1c,8808.0,7196.78388,13172.9736,10813.06644,5799.16404,6679.29564,6666.9924,59136.2748,57685.03515625,2,1,3
1260,127,AR,True,"Jonesboro, AR HUD Metro FMR Area",Craighead County,1p0c,6420.0,2853.15948,10407.53688,4753.47984,3360.03144,0.0,4994.73048,32788.9392,62386.87109375,1,0,1
3568,363,FL,False,"Levy County, FL",Levy County,2p3c,12012.0,11311.22748,14008.386,20178.0672,8450.92524,11093.45292,5194.36704,82248.4272,47944.5625,2,3,5
6185,625,IL,False,"Edwards County, IL",Edwards County,2p0c,7368.0,5325.89796,13237.1808,14365.38,4599.49992,0.0,8076.6834,52972.6404,72825.5859375,2,0,2
19577,1984,NC,True,"Jacksonville, NC MSA",Onslow County,2p2c,10728.0,8844.73248,13989.1668,16492.8396,7091.97288,14270.8932,9094.11696,80511.7212,58307.2890625,2,2,4
30510,3080,WI,False,"Bayfield County, WI",Bayfield County,1p0c,6780.0,3226.66368,11776.78632,5550.69,3625.80912,0.0,5610.49224,36570.4428,68050.84375,1,0,1
21113,2138,OH,False,"Preble County, OH",Preble County,1p3c,12324.0,8278.59012,13646.2452,11223.72216,7465.13088,14029.8732,6113.89056,73081.4532,73015.546875,1,3,4
18734,1900,NY,False,"St. Lawrence County, NY",St. Lawrence County,1p4c,12792.0,10389.63576,13876.8204,10326.7398,8399.62056,20059.6008,7341.49224,83185.9104,64409.71875,1,4,5
28602,2889,VA,False,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Greensville County,1p2c,10435.04736,6541.6794,12746.3748,10539.5274,6151.33812,11851.4238,7058.2932,65323.6812,58840.2109375,1,2,3
7885,795,IN,True,"Fort Wayne, IN MSA",Whitley County,2p0c,7135.88304,4945.4766,13251.8544,10106.69976,4377.55296,0.0,6118.9764,45936.4428,76611.4921875,2,0,2
9265,933,KS,False,"Harper County, KS",Harper County,2p0c,6540.0,5592.19296,13405.9692,11269.37988,4395.97224,0.0,6313.51176,47517.0264,56695.171875,2,0,2
294,30,AL,False,"Franklin County, AL",Franklin County,1p4c,9552.0,10645.719,12672.8568,16923.4572,7318.4304,13955.0844,6907.58568,77975.1324,52598.13671875,1,4,5
3423,349,FL,False,"Hamilton County, FL",Hamilton County,1p3c,12600.0,8846.43456,12929.2812,16415.6148,7770.8892,11301.74712,5013.03108,74877.0,52139.14453125,1,3,4
6885,695,IL,False,"Warren County, IL",Warren County,2p0c,6804.0,5230.79292,12963.3852,12373.38,4360.68012,0.0,7284.51192,49016.7504,63321.28125,2,0,2
15343,1556,MO,False,"Johnson County, MO",Johnson County,1p3c,12228.0,8607.34272,12834.3444,13554.9336,7549.46628,10924.40328,6991.67208,72690.1644,71152.8828125,1,3,4
30033,3032,WV,False,"Gilmer County, WV",Gilmer County,1p3c,10092.0,8368.24872,13523.8404,19762.9956,6688.87572,13205.6796,9706.35132,81347.988,57611.1015625,1,3,4
3405,347,FL,False,"Glades County, FL",Glades County,2p0c,8100.0,6714.43584,12829.5588,14469.5796,5367.85476,0.0,6380.32836,53861.76,50057.76953125,2,0,2
11660,1173,LA,False,"Tensas Parish, LA",Tensas Parish,1p0c,6816.0,3154.03824,11971.93656,6322.79004,3612.53832,0.0,5783.9238,37661.226,34934.67578125,1,0,1
2736,274,CO,False,"Jackson County, CO",Jackson County,2p1c,11748.0,9114.34788,15941.8344,10056.30756,7559.25144,8058.8958,8982.28488,71460.9204,63076.8984375,2,1,3
19404,1967,NC,False,"Jackson County, NC",Jackson County,1p4c,12096.0,11231.05008,13527.3732,17891.4024,8452.31028,12239.8632,8501.06256,83939.0628,64060.59765625,1,4,5
15493,1571,MO,False,"Miller County, MO",Miller County,1p3c,10596.0,9952.23924,13072.6248,14840.0892,7445.43756,10294.596,7170.75804,73371.744,60588.8984375,1,3,4
8326,839,IA,False,"Henry County, IA",Henry County,2p1c,9096.0,6344.53272,14288.3676,11711.94,5594.71404,7013.904,7469.34744,61518.8028,69092.046875,2,1,3
7781,785,IN,True,"Evansville, IN-KY MSA",Vanderburgh County,1p1c,10301.99712,4311.89652,10416.03228,7523.78028,5295.19008,10255.05108,6328.6524,54432.5976,68162.765625,1,1,2
2845,285,CO,False,"Mineral County, CO",Mineral County,2p0c,9612.0,7018.77324,16844.1192,8706.56028,6025.98492,0.0,7872.7734,56080.2132,67065.0859375,2,0,2
8168,823,IA,False,"Delaware County, IA",Delaware County,2p3c,12276.0,10615.71612,15828.1452,16293.06,8294.57148,11748.54708,8501.07792,83557.1196,78040.8359375,2,3,5
29220,2951,VA,False,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",Covington city,1p0c,5714.9004,2925.78516,10166.04864,5302.79004,3130.86108,0.0,5077.90248,32318.2884,59159.5546875,1,0,1
11086,1115,KY,False,"Wayne County, KY",Wayne County,2p1c,7956.0,6297.18528,13781.2572,12145.3008,5164.49088,5889.52584,7099.38276,58333.1424,50186.12109375,2,1,3
21473,2174,OK,True,"Lawton, OK HUD Metro FMR Area",Comanche County,1p3c,12984.0,8667.1164,12394.4352,13577.202,7845.05352,16913.7264,8905.58568,81287.1216,66056.75,1,3,4
7146,721,IN,True,"Muncie, IN MSA",Delaware County,2p1c,8904.0,6202.49052,12596.7804,12301.2804,5473.6776,9604.18284,7137.25776,62219.6724,61300.48828125,2,1,3
16078,1629,MT,False,"Custer County, MT",Custer County,2p3c,14736.0,11713.89336,15274.0164,17576.4492,9583.83912,18265.3416,11701.82808,98851.3716,75209.875,2,3,5
481,49,AL,True,"Mobile, AL MSA",Mobile County,1p1c,9888.0,4831.77096,10551.43728,8372.157,5333.5536,5450.83704,6087.80856,50515.5648,62409.4609375,1,1,2
6728,679,IL,False,"Putnam County, IL",Putnam County,2p3c,11184.0,10505.89668,16229.2908,21570.8628,7859.10504,13469.8344,10013.25804,90832.248,79535.890625,2,3,5
14192,1441,MS,False,"Franklin County, MS",Franklin County,1p2c,8208.0,6720.90384,12987.6264,11759.69676,5409.33072,4018.55676,4504.72668,53608.8396,52104.234375,1,2,3
15721,1594,MO,True,"Kansas City, MO-KS HUD Metro FMR Area",Ray County,1p1c,9134.08596,4678.8666,12977.5344,9984.63576,5004.9774,6829.45536,6663.36324,55272.9204,78859.2109375,1,1,2
23592,2388,SC,True,"Sumter, SC MSA",Sumter County,1p2c,9900.0,6295.24584,11612.47848,10146.13992,5868.17616,9350.3796,4388.1486,57560.5668,54690.80859375,1,2,3
8178,824,IA,False,"Des Moines County, IA",Des Moines County,2p3c,13020.0,10030.02024,14491.1736,16293.06,8351.93112,12567.9024,8414.21856,83168.3088,68691.578125,2,3,5
2952,296,CO,True,"Pueblo, CO MSA",Pueblo County,1p2c,10032.0,6720.90384,12326.1828,8569.377,6070.2378,15702.3252,6721.55856,66142.5816,61752.29296875,1,2,3
29950,3024,WV,True,"Boone County, WV HUD Metro FMR Area",Boone County,1p0c,5532.0,2853.15948,10763.09472,9265.4802,3038.274,0.0,5970.51564,37422.5244,50345.28125,1,0,1
19894,2016,NC,True,"Winston-Salem, NC HUD Metro FMR Area",Yadkin County,1p4c,10703.34816,11487.1326,14264.2092,13267.2132,8040.48636,13588.0296,6680.93772,78031.3596,57173.67578125,1,4,5
11786,1185,ME,False,"Aroostook County, ME",Aroostook County,2p1c,8808.0,8451.48564,13571.2824,15890.5104,6253.7922,6230.37744,7726.04292,66931.488,57900.66796875,2,1,3
13290,1351,MN,False,"Cook County, MN",Cook County,1p0c,5808.0,3247.41468,12031.0044,4710.69,3281.13396,0.0,5214.49992,34292.742,69524.3359375,1,0,1
2697,270,CO,False,"Grand County, CO",Grand County,2p2c,13728.0,10823.55252,16122.0288,12078.0552,8895.9954,13976.8488,9766.08624,85390.5708,87745.3671875,2,2,4
23232,2352,SC,True,"Beaufort County, SC HUD Metro FMR Area",Beaufort County,1p2c,14448.0,8132.2932,12488.5356,10050.44016,8181.73092,11712.8826,8495.0544,73508.9352,81559.765625,1,2,3
11170,1124,LA,False,"Avoyelles Parish, LA",Avoyelles Parish,1p0c,5736.0,3174.7884,11053.66116,6274.79004,3228.72984,0.0,5215.54692,34683.516,50716.9921875,1,0,1
26022,2631,TX,True,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Fort Bend County,1p2c,17948.4252,6698.50128,12940.6212,8830.2708,8930.55396,14959.5912,7446.9456,77754.9084,111113.875,1,2,3
14461,1468,MS,False,"Marion County, MS",Marion County,1p1c,8460.0,4541.25288,11889.252,8837.2434,4710.86688,2782.8792,4769.75388,45991.248,48156.0859375,1,1,2
22061,2233,OK,False,"Washita County, OK",Washita County,1p1c,8736.0,4954.09428,12732.078,9663.51564,4960.46124,5968.86216,6146.28876,53161.3008,67818.78125,1,1,2
5638,570,ID,False,"Camas County, ID",Camas County,2p3c,12600.0,11457.65256,16971.0348,17702.112,8717.03688,13699.9044,8605.68756,89753.4252,62893.09375,2,3,5
25318,2560,TX,True,"Austin County, TX HUD Metro FMR Area",Austin County,2p3c,14904.0,10981.77468,15886.8672,18314.3736,9379.437,13281.57,6412.58568,89160.6096,80292.6640625,2,3,5
10673,1074,KY,True,"Owensboro, KY MSA",McLean County,1p3c,8970.85332,7860.17796,14660.508,11574.75144,6098.54628,14885.8992,7025.20308,71075.9412,66199.4765625,1,3,4
28534,2882,VA,True,"Franklin County, VA HUD Metro FMR Area",Franklin County,1p4c,12168.0,11048.1336,14363.6724,16529.5416,8412.12084,15647.3964,10002.51564,88171.3824,68727.5234375,1,4,5
14478,1469,MS,True,"Marshall County, MS HUD Metro FMR Area",Marshall County,2p3c,10464.0,9810.38604,14406.0576,19738.5408,7346.20968,8553.4212,6183.03876,76501.6524,51422.421875,2,3,5
2907,291,CO,False,"Ouray County, CO",Ouray County,2p2c,16308.0,10613.67768,16784.0892,12078.0552,9754.7856,14714.7672,10962.01536,91215.3864,81192.1640625,2,2,4
19850,2012,NC,False,"Watauga County, NC",Watauga County,1p0c,7308.0,3849.17136,10797.89136,6070.79004,4042.68312,0.0,6163.81272,38232.3492,75930.703125,1,0,1
15088,1530,MO,True,"Jefferson City, MO HUD Metro FMR Area",Cole County,2p3c,11742.84084,10615.71612,14508.7416,21192.5292,8101.3872,14169.1104,9121.16376,89451.486,80024.6640625,2,3,5
6055,612,IL,False,"Christian County, IL",Christian County,2p0c,6948.0,5021.56092,12881.7216,12253.38,4337.04384,0.0,7211.90628,48653.6136,66614.3125,2,0,2
24549,2483,TN,False,"Franklin County, TN",Franklin County,2p4c,11388.0,13931.826,15247.7544,20744.106,9174.37056,10192.92192,3791.64072,84470.6196,61938.1484375,2,4,6
17577,1779,NV,False,"Lyon County, NV",Lyon County,2p2c,9696.0,10133.96412,15874.9992,17502.7116,7185.17796,14012.4504,6743.4924,81148.7988,69385.71875,2,2,4
552,56,AL,False,"Randolph County, AL",Randolph County,1p2c,7608.0,6631.2912,12513.0144,11305.12356,5159.45688,11627.9238,6168.01536,61012.8276,56018.49609375,1,2,3
22649,2291,PA,False,"Crawford County, PA",Crawford County,2p4c,10872.0,13170.2796,15150.4296,18283.4988,8711.46612,16216.2468,7122.57792,89526.498,63750.49609375,2,4,6
24376,2466,TN,False,"Carroll County, TN",Carroll County,2p1c,7956.0,7125.76176,13852.6308,12325.0752,5464.7172,5315.96808,4740.96096,56781.1116,59490.1953125,2,1,3
14936,1515,MO,True,"St. Joseph, MO-KS MSA",Buchanan County,2p1c,9952.32492,6628.6164,13000.26,16525.9848,6007.92888,7053.29076,8113.91376,67282.3188,65332.83203125,2,1,3
15265,1548,MO,False,"Hickory County, MO",Hickory County,2p0c,6024.0,5287.85592,12975.1464,9565.37988,4098.73164,0.0,5102.24232,43053.3576,49351.3125,2,0,2
16762,1698,NE,True,"Sioux City, IA-NE-SD HUD Metro FMR Area",Dakota County,1p2c,10206.81516,6272.84328,11695.7922,15246.2112,5971.23048,18937.548,9672.52368,78002.9652,69576.703125,1,2,3
852,86,AK,False,"North Slope Borough, AK",North Slope Borough,1p2c,17028.0,6704.1768,10484.93112,12750.0516,8599.10376,20663.9652,9353.30496,85583.5308,85656.8046875,1,2,3
22179,2244,OR,True,"Bend-Redmond, OR MSA",Deschutes County,2p4c,21780.0,15947.6856,15946.236,19435.5408,13670.2284,21763.524,21397.6572,129940.872,79471.203125,2,4,6
6806,687,IL,False,"Scott County, IL",Scott County,2p1c,8400.0,6415.55352,15050.1324,15247.5072,5368.25904,6964.20924,8727.11724,66172.7808,71833.671875,2,1,3
21312,2158,OH,False,"Wyandot County, OH",Wyandot County,1p2c,8808.0,6496.87356,13065.1272,7928.09184,5545.55928,11882.9202,4519.09392,58245.6684,69534.609375,1,2,3
11860,1194,ME,True,"Bangor, ME HUD Metro FMR Area | Penobscot County, ME (part) HUD Metro FMR Area |  |",Penobscot County,1p0c,7971.45708,3693.54456,10376.9238,5200.53996,4226.69016,0.0,5842.83576,37311.99,69286.1171875,1,0,1
